City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,tianpeng,30.9866,103.9393,11.26,86,100,1.15,CN,1680035950
368,nalut,30.3333,10.85,17.62,37,5,9.7,LY,1680035950
369,melo,-32.3667,-54.1833,26.86,32,12,2.95,UY,1680035950
370,port hawkesbury,45.6169,-61.3485,1.77,91,100,6.26,CA,1680035950
371,aksay,47.26,39.87,11.25,89,100,2.68,RU,1680035950
372,tautira,-17.7333,-149.15,27.12,78,84,3.9,PF,1680035821
373,santa marta,11.2408,-74.199,34.03,56,20,8.49,CO,1680035825
374,teopantlan,18.7167,-98.2667,32.36,22,0,4.93,MX,1680035951
375,hobyo,5.3505,48.5268,28.06,72,23,5.51,SO,1680035951
376,lerwick,60.1545,-1.1494,5.0,71,100,5.95,GB,1680035843
377,ghanzi,-21.5667,21.7833,18.82,79,31,2.96,BW,1680035951
378,prado,-17.3411,-39.2208,25.36,78,0,3.39,BR,1680035952
379,hidas,46.2568,18.4954,1.36,54,60,4.32,HU,1680035952
380,victoria point,-27.5833,153.3,24.95,91,87,0.89,AU,1680035952
381,west lafayette,40.4259,-86.9081,10.88,45,0,5.14,US,1680035953
382,soto la marina,23.7667,-98.2167,31.12,50,81,5.5,MX,1680035953
383,vagur,61.4732,-6.8119,5.05,71,100,12.6,FO,1680035953
384,broken hill,-31.95,141.4333,15.48,75,2,4.63,AU,1680035791
385,coquimbo,-29.9533,-71.3436,19.85,72,20,5.66,CL,1680035790
386,codrington,-38.2667,141.9667,13.48,79,48,3.79,AU,1680035805
387,hambantota,6.1241,81.1185,25.1,78,23,2.08,LK,1680035953
388,port hardy,50.6996,-127.4199,9.0,71,0,3.6,CA,1680035756
389,albanel,48.8832,-72.4487,0.08,59,100,2.06,CA,1680035954
390,sistranda,63.7256,8.834,-2.02,57,0,7.05,NO,1680035772
391,yazoo city,32.8551,-90.4056,18.84,54,100,7.09,US,1680035954
392,togur,58.3631,82.8265,3.02,89,77,5.17,RU,1680035955
393,sehithwa,-20.4667,22.7167,19.3,80,30,1.92,BW,1680035955
394,pangnirtung,66.1451,-65.7125,-11.0,73,100,2.57,CA,1680035955
395,miri,4.4148,114.0089,24.08,94,40,1.54,MY,1680035777
396,smalininkai,55.0735,22.5793,-1.31,70,12,5.41,LT,1680035956
397,swinford,53.95,-8.95,11.85,97,100,6.32,IE,1680035956
398,los chiles,11.0333,-84.7167,31.87,44,91,3.2,CR,1680035956
399,vila franca do campo,37.7167,-25.4333,15.23,90,93,9.45,PT,1680035784
400,the valley,18.217,-63.0578,27.92,69,40,5.66,AI,1680035825
401,glendive,47.1053,-104.7125,-5.14,63,0,4.12,US,1680035957
402,torbay,47.6666,-52.7314,1.82,88,75,6.17,CA,1680035680
403,san cristobal,7.7669,-72.225,24.1,52,70,1.4,VE,1680035957
404,dubinino,55.6192,89.0911,4.66,83,100,5.05,RU,1680035958
405,puerto ayacucho,5.6639,-67.6236,33.46,42,96,1.29,VE,1680035958
406,turtas,58.9417,69.1325,1.2,97,100,4.5,RU,1680035958
407,barahona,18.2085,-71.1008,30.9,58,20,9.26,DO,1680035958
408,malangwa,26.8568,85.5581,21.78,26,1,1.45,NP,1680035958
409,broome,42.2506,-75.833,8.27,58,75,5.14,US,1680035824
410,hami,42.8,93.45,11.84,18,3,2.79,CN,1680035840
411,lander,42.833,-108.7307,-1.78,60,100,2.06,US,1680035959
412,najran,17.4924,44.1277,24.36,26,46,1.44,SA,1680035959
413,mocuba,-16.8392,36.9856,21.25,98,76,1.04,MZ,1680035960
414,nicoya,10.1483,-85.452,33.34,41,78,3.68,CR,1680035915
415,wallacetown,-46.3333,168.2667,7.23,71,47,2.04,NZ,1680035960
416,edson,53.5835,-116.4356,2.08,27,0,1.03,CA,1680035757
417,zharkent,44.1628,80.0,11.15,32,0,1.62,KZ,1680035960
418,grindavik,63.8424,-22.4338,1.97,60,0,9.26,IS,1680035806
419,mizan teferi,6.9833,35.5833,17.8,80,74,1.13,ET,1680035961
420,otatitlan,18.2,-96.0333,38.34,29,0,6.82,MX,1680035961
421,vicente guerrero,19.1194,-98.1708,27.66,24,15,5.9,MX,1680035762
422,isangel,-19.55,169.2667,27.06,89,75,0.0,VU,1680035929
423,lahaina,20.8783,-156.6825,26.56,80,99,2.82,US,1680035961
424,xinzhou,38.4092,112.7333,9.68,32,0,0.58,CN,1680035961
425,dunedin,-45.8742,170.5036,8.22,74,100,0.89,NZ,1680035856
426,nichinan,31.6,131.3667,8.82,62,94,1.76,JP,1680035961
427,halifax,44.6453,-63.5724,5.94,53,75,6.17,CA,1680035499
428,cremona,45.2333,9.9333,11.32,50,6,0.71,IT,1680035962
429,narsaq,60.9167,-46.05,3.12,73,36,2.34,GL,1680035811
430,nosy varika,-20.5833,48.5333,24.26,84,100,5.16,MG,1680035962
431,alofi,-19.0595,-169.9187,26.94,83,75,3.09,NU,1680035755
432,puerto escondido,15.85,-97.0667,30.46,66,0,3.6,MX,1680035788
433,mastung,29.7994,66.845,13.09,61,100,2.82,PK,1680035963
434,le port,-20.9373,55.2919,24.0,90,52,1.14,RE,1680035777
435,northam,51.0333,-4.2167,11.81,97,100,4.31,GB,1680035963
436,barcelona,41.3888,2.159,14.83,70,20,5.66,ES,1680035767
437,toamasina,-18.1667,49.3833,24.0,94,75,3.09,MG,1680035963
438,union,40.6334,-74.2663,11.92,53,100,6.69,US,1680035963
439,kiruna,67.8557,20.2251,-20.49,84,93,1.54,SE,1680035963
440,poso,-1.3959,120.7524,24.21,86,100,1.35,ID,1680035963
441,gunjur,13.2019,-16.7339,26.04,61,0,3.09,GM,1680035964
442,nelson bay,-32.7167,152.15,20.05,97,100,3.13,AU,1680035753
443,daru,-9.0763,143.2092,26.88,82,90,2.94,PG,1680035964
444,khonsa,27.0167,95.5667,12.45,88,16,1.79,IN,1680035964
445,kangaatsiaq,68.3065,-53.4641,-18.76,97,71,1.99,GL,1680035965
446,empangeni,-28.762,31.8933,19.39,67,3,4.38,ZA,1680035965
447,spirovo,57.419,34.9766,2.8,91,92,4.36,RU,1680035965
448,kieta,-6.2167,155.6333,26.49,80,100,1.41,PG,1680035849
449,mitrofanovka,49.9708,39.6939,10.11,70,100,8.11,RU,1680035966
450,rio gallegos,-51.6226,-69.2181,8.03,39,75,9.26,AR,1680035768
451,marzuq,14.4,46.4667,23.8,67,39,1.52,YE,1680035966
452,xichang,27.8964,102.2634,9.76,86,97,1.54,CN,1680035808
453,vardo,70.3705,31.1107,-1.01,69,75,5.14,NO,1680035752
454,la asuncion,11.0333,-63.8628,25.47,75,97,8.54,VE,1680035714
455,ewa beach,21.3156,-158.0072,27.97,74,75,4.63,US,1680035967
456,peringat,6.0333,102.2833,26.97,89,20,1.54,MY,1680035967
457,mutoko,-17.397,32.2268,14.52,90,72,0.91,ZW,1680035967
458,lensk,60.7253,114.9278,-8.97,93,100,4.24,RU,1680035967
459,progreso,21.2833,-89.6667,35.62,54,99,6.57,MX,1680035968
460,rongcheng,30.634,117.8517,13.09,73,99,0.55,CN,1680035968
461,high level,58.5169,-117.136,-4.94,58,75,3.09,CA,1680035835
462,fare,-16.7,-151.0167,27.98,72,89,4.62,PF,1680035849
463,akcakoca,41.0866,31.1162,6.07,93,100,1.19,TR,1680035968
464,saint-pierre,-21.3393,55.4781,23.82,60,0,3.6,RE,1680035802
465,lianzhou,24.7811,112.3825,14.48,99,100,0.7,CN,1680035969
466,gao,16.6362,1.637,27.46,8,0,6.51,ML,1680035969
467,fountain hills,33.6117,-111.7174,26.41,15,0,3.6,US,1680035970
468,vacha,55.8008,42.7706,4.51,86,100,4.86,RU,1680035970
469,manta,-0.95,-80.7333,29.88,66,40,4.63,EC,1680035938
470,margate,51.3813,1.3862,8.72,75,100,3.13,GB,1680035806
471,muswellbrook,-32.2667,150.9,18.51,97,100,1.47,AU,1680035970
472,yar-sale,66.8333,70.8333,-26.26,100,65,2.29,RU,1680035592
473,grand gaube,-20.0064,57.6608,24.22,78,56,4.26,MU,1680035970
474,omboue,-1.5746,9.2618,25.69,85,100,2.13,GA,1680035971
475,mwingi,-0.9344,38.0601,21.28,76,96,0.66,KE,1680035971
476,apollonia,36.9716,24.7231,9.65,54,74,18.77,GR,1680035971
477,jiangdu,32.4286,119.5574,7.77,74,93,3.74,CN,1680035971
478,ambon,-3.6954,128.1814,24.08,94,40,2.06,ID,1680035749
479,matagami,49.7502,-77.6328,-0.94,34,0,0.0,CA,1680035971
480,igarka,67.4667,86.5833,-27.03,99,99,2.29,RU,1680035971
481,hofn,64.2539,-15.2082,-0.7,85,100,10.21,IS,1680035760
482,tomatlan,19.9333,-105.25,29.59,47,0,5.55,MX,1680035971
483,goderich,43.7501,-81.7165,5.18,45,93,2.06,CA,1680035788
484,mackay,-21.15,149.2,20.93,85,43,1.96,AU,1680035972
485,luderitz,-26.6481,15.1594,17.44,75,0,5.42,NA,1680035835
486,nuuk,64.1835,-51.7216,-3.66,54,0,6.69,GL,1680035843
487,kyren,51.6828,102.1408,-0.88,80,78,0.93,RU,1680035972
488,bambanglipuro,-7.95,110.2833,24.82,87,94,1.03,ID,1680035973
489,coruripe,-10.1256,-36.1756,26.13,79,8,5.09,BR,1680035700
490,plonsk,52.6235,20.3755,-0.98,54,34,5.78,PL,1680035973
491,olginskaya,47.1879,39.9492,11.63,89,100,3.54,RU,1680035973
492,ust-maya,60.4167,134.5333,-1.51,98,100,1.86,RU,1680035907
493,ahipara,-35.1667,173.1667,17.51,55,20,5.64,NZ,1680035854
494,amahai,-3.3333,128.9167,24.98,89,100,1.95,ID,1680035812
495,kirakira,-10.4544,161.9205,27.43,80,100,1.66,SB,1680035853
496,la rioja,42.25,-2.5,9.88,48,100,2.79,ES,1680035974
497,berlevag,70.8578,29.0864,-2.03,74,75,2.57,NO,1680035750
498,sayyan,15.1718,44.3244,16.45,59,73,3.26,YE,1680035974
499,verkhnevilyuysk,63.4453,120.3167,-21.39,97,81,2.49,RU,1680035626
500,quesada,10.3238,-84.4271,30.73,65,66,3.18,CR,1680035763
501,muros,42.7762,-9.0603,14.49,43,54,3.76,ES,1680035843
502,cairns,-16.9167,145.7667,22.81,100,8,1.03,AU,1680035805
503,artesia,33.8658,-118.0831,24.82,38,0,4.63,US,1680035975
504,bayji,34.9311,43.487,18.44,45,0,1.58,IQ,1680035975
505,longford,53.7333,-7.8,8.95,95,100,3.35,IE,1680035975
506,zubtsov,56.1753,34.5894,4.09,85,100,4.75,RU,1680035976
507,kamenka,51.3223,42.7678,9.11,62,100,6.43,RU,1680035976
508,atyrau,47.1167,51.8833,7.01,93,25,2.0,KZ,1680035976
509,aripuana,-9.1667,-60.6333,28.55,78,72,0.76,BR,1680035470
510,ixtapa,20.7,-105.2,25.57,57,0,4.63,MX,1680035976
511,port pirie,-33.1833,138.0167,17.3,81,36,4.72,AU,1680035976
512,teguldet,57.3064,88.1667,3.52,96,100,6.08,RU,1680035977
513,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1680035795
514,seymchan,62.8833,152.4333,-20.37,96,47,2.1,RU,1680035977
515,rawson,-43.3002,-65.1023,20.46,29,60,1.84,AR,1680035838
516,oranjemund,-28.55,16.4333,16.42,93,0,4.18,NA,1680035771
517,mulege,26.8833,-111.9833,23.71,23,2,5.75,MX,1680035977
518,belmonte,-15.8631,-38.8828,25.84,76,26,3.33,BR,1680035978
519,kilifi,-3.6305,39.8499,26.84,86,99,3.3,KE,1680035978
520,beloha,-25.1667,45.05,17.41,70,0,2.18,MG,1680035817
521,horqueta,-23.3428,-57.0597,28.17,69,96,2.04,PY,1680035978
522,oktyabrskiy,54.4815,53.471,2.73,86,71,4.98,RU,1680035978
523,xapuri,-10.6517,-68.5044,26.52,93,74,1.36,BR,1680035978
524,marawi,7.9986,124.2928,20.53,97,100,0.69,PH,1680035979
525,half moon bay,37.4636,-122.4286,10.95,92,75,9.26,US,1680035838
526,bundaberg,-24.85,152.35,22.9,97,92,1.05,AU,1680035808
527,kant,27.8,79.8,21.63,34,4,1.85,IN,1680035979
528,tanggu,39.0211,117.6469,15.98,45,99,4.14,CN,1680035979
529,saint-vallier,46.6411,4.3711,8.58,69,100,0.87,FR,1680035979
530,sao gabriel da cachoeira,-0.1303,-67.0892,26.9,87,61,0.79,BR,1680035979
531,bon air,37.5249,-77.5578,17.17,49,100,3.09,US,1680035979
532,hartford,41.7668,-72.7662,10.34,49,100,1.79,US,1680035962
533,quartucciu,39.2519,9.1794,13.1,71,0,1.54,IT,1680035980
534,harbour breton,47.4833,-55.7983,2.22,77,100,3.44,CA,1680035980
535,burnie,-41.0667,145.9167,12.19,96,17,3.46,AU,1680035980
536,cordele,31.9635,-83.7824,19.84,96,100,3.09,US,1680035781
537,pagudpud,18.5616,120.7868,23.63,86,11,4.95,PH,1680035980
538,cape coast,5.1053,-1.2466,27.67,84,45,4.27,GH,1680035981
539,westport,41.1415,-73.3579,11.22,41,100,4.63,US,1680035960
540,kenai,60.5544,-151.2583,1.72,80,100,1.54,US,1680035692
541,green river,41.5286,-109.4662,3.22,54,50,2.24,US,1680035981
542,uribia,11.7139,-72.266,32.46,40,8,9.18,CO,1680035981
543,kaiwaka,-36.1667,174.45,14.84,53,51,5.02,NZ,1680035981
544,coihaique,-45.5752,-72.0662,4.34,87,100,3.09,CL,1680035828
545,ulladulla,-35.35,150.4667,19.16,88,82,3.12,AU,1680035982
546,general roca,-39.0333,-67.5833,24.23,18,92,13.57,AR,1680035830
547,vidim,56.4088,103.1106,-2.59,98,100,1.84,RU,1680035982
548,kapoeta,4.7717,33.5903,25.81,61,51,2.27,SS,1680035982
549,labuhan,-6.8844,112.2051,25.45,86,100,2.48,ID,1680035762
550,san quintin,30.4833,-115.95,17.84,52,0,6.09,MX,1680035982
551,ullapool,57.8987,-5.1604,7.42,95,100,2.99,GB,1680035982
552,constitucion,-35.3333,-72.4167,17.76,84,39,5.53,CL,1680035794
553,sibolga,1.7427,98.7792,24.01,90,70,1.81,ID,1680035846
554,kaduna,10.5222,7.4383,26.47,13,57,3.18,NG,1680035983
555,tortoli,39.9256,9.6572,10.9,93,0,2.57,IT,1680035984
